Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
1844505072,4/12/2016,6697,4.4,4.4,0,0,0,4.4,0,0,0,339,1101,2030
1844505072,4/13/2016,4929,3.3,3.3,0,0,0,3.3,0,0,0,248,1192,1860
1844505072,4/14/2016,7937,5.3,5.3,0,0,0,5.2,0,0,0,373,843,2130
1844505072,4/15/2016,3844,2.5,2.5,0,0,0,2.5,0,0,0,176,527,1725
1844505072,4/16/2016,3414,2.3,2.3,0,0,0,2.3,0,0,0,147,1293,1657
1844505072,4/17/2016,4525,3,3,0,0.1,0.3,2.6,0,2,8,199,1231,1793
1844505072,4/18/2016,4597,3,3,0,0,0.5,2.6,0,0,12,217,1211,1814
1844505072,4/19/2016,197,0.1,0.1,0,0,0,0.1,0,0,0,10,1430,1366
1844505072,4/20/2016,8,0,0,0,0,0,0,0,0,0,1,1439,1349
1844505072,4/21/2016,8054,5.3,5.3,0,0.1,0.5,4.7,0,2,13,308,1117,2062
1844505072,4/22/2016,5372,3.5,3.5,0,0,0,3.5,0,0,0,220,1220,1827
1844505072,4/23/2016,3570,2.4,2.4,0,0,0,2.4,0,0,0,139,1301,1645
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,4/27/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1348
1844505072,4/28/2016,6907,4.6,4.6,0,0,0,4.6,0,0,0,302,1138,1992
1844505072,4/29/2016,4920,3.3,3.3,0,0,0,3.3,0,0,0,247,1082,1856
1844505072,4/30/2016,4014,2.7,2.7,0,0,0,2.7,0,0,0,184,218,1763
1844505072,5/1/2016,2573,1.7,1.7,0,0,0.3,1.5,0,0,7,75,585,1541
1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1348
1844505072,5/3/2016,4059,2.7,2.7,0,0,0,2.7,0,0,0,184,1256,1742
1844505072,5/4/2016,2080,1.4,1.4,0,0,0,1.4,0,0,0,87,1353,1549
1844505072,5/5/2016,2237,1.5,1.5,0,0,0,1.5,0,0,0,120,1320,1589
1844505072,5/6/2016,44,0,0,0,0,0,0,0,0,0,2,1438,1351
1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347
1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,711,665
1927972279,4/12/2016,678,0.5,0.5,0,0,0,0.5,0,0,0,55,734,2220
1927972279,4/13/2016,356,0.3,0.3,0,0,0,0.3,0,0,0,32,986,2151
1927972279,4/14/2016,2163,1.5,1.5,0,0,0.4,1.1,0,0,9,88,1292,2383
1927972279,4/15/2016,980,0.7,0.7,0,0,0,0.7,0,0,0,51,941,2221
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,4/18/2016,244,0.2,0.2,0,0,0,0.2,0,0,0,17,1423,2111
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,4/22/2016,149,0.1,0.1,0,0,0,0.1,0,0,0,10,1430,2093
1927972279,4/23/2016,2945,2,2,0,0,0,2,0,0,0,145,1295,2499
1927972279,4/24/2016,2090,1.5,1.5,0,0.1,0.2,1.1,0,1,6,75,1358,2324
1927972279,4/25/2016,152,0.1,0.1,0,0,0,0.1,0,0,0,12,1303,2100
1927972279,4/26/2016,3761,2.6,2.6,0,0,0,2.6,0,0,0,192,1058,2638
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,4/28/2016,1675,1.2,1.2,0,0,0,1.2,0,0,0,95,1167,2351
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064
1927972279,5/1/2016,2704,1.9,1.9,0,1,0,0.8,0,14,1,70,1355,2411
1927972279,5/2/2016,3790,2.6,2.6,0,1.2,0.3,1.2,0,16,8,94,1322,2505
1927972279,5/3/2016,1326,0.9,0.9,0,0.7,0,0.2,0,10,0,17,1413,2195
1927972279,5/4/2016,1786,1.2,1.2,0,0,0,1.2,0,0,0,87,1353,2338
1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,5/6/2016,2091,1.5,1.5,0,0,0,1.5,0,0,0,108,1332,2383
1927972279,5/7/2016,1510,1,1,0,0,0,1,0,0,0,48,1392,2229
1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,966,1383
2022484408,4/12/2016,11875,8.3,8.3,0,3.3,0.8,4.3,0,42,14,227,1157,2390
2022484408,4/13/2016,12024,8.5,8.5,0,3,0.1,5.4,0,43,5,292,1100,2601
2022484408,4/14/2016,10690,7.5,7.5,0,2.5,0.2,4.8,0,32,3,257,1148,2312
2022484408,4/15/2016,11034,8,8,0,1.9,0.3,5.8,0,27,9,282,1122,2525
2022484408,4/16/2016,10100,7.1,7.1,0,3.2,0.6,3.4,0,41,11,151,1237,2177
2022484408,4/17/2016,15112,11.4,11.4,0,3.9,0.7,6.9,0,28,29,331,1052,2782
2022484408,4/18/2016,14131,10.1,10.1,0,3.6,0.1,6.3,0,48,3,311,1078,2770
2022484408,4/19/2016,11548,8.5,8.5,0,3.3,0.2,5,0,31,7,250,1152,2489
2022484408,4/20/2016,15112,10.7,10.7,0,3.3,1.9,5.4,0,48,63,276,1053,2897
2022484408,4/21/2016,12453,8.7,8.7,0,3.3,1.1,4.3,0,104,53,255,1028,3158
2022484408,4/22/2016,12954,9.3,9.3,0,4.4,0.4,4.5,0,52,10,273,1105,2638
2022484408,4/23/2016,6001,4.2,4.2,0,0,0,4.2,0,0,0,249,1191,2069
2022484408,4/24/2016,13481,10.3,10.3,0,4.6,1.1,4.6,0,37,26,216,1161,2529
2022484408,4/25/2016,11369,8,8,0,3.3,0.2,4.5,0,44,8,217,1171,2470
2022484408,4/26/2016,10119,7.2,7.2,0,1.4,0.7,5.1,0,55,24,275,1086,2793
2022484408,4/27/2016,10159,7.1,7.1,0,1,1,5.1,0,19,20,282,1119,2463
2022484408,4/28/2016,10140,7.1,7.1,0,0.4,1.3,5.4,0,6,20,291,1123,2296
2022484408,4/29/2016,10245,7.2,7.2,0,0.5,1.2,5.5,0,21,40,281,1098,2611
2022484408,4/30/2016,18387,12.9,12.9,0,0.9,1.4,10.6,0,13,23,361,1043,2732
2022484408,5/1/2016,10538,7.4,7.4,0,1.9,1,4.5,0,25,28,245,1142,2380
2022484408,5/2/2016,10379,7.3,7.3,0,2.6,0.3,4.3,0,36,8,277,1119,2473
2022484408,5/3/2016,12183,8.7,8.7,0,4,0.5,4.3,0,72,14,250,1104,2752
2022484408,5/4/2016,11768,8.3,8.3,0,2.5,0.9,4.8,0,36,27,272,1105,2649
2022484408,5/5/2016,11895,8.4,8.4,0,2.8,0.9,4.7,0,55,20,253,1112,2609
2022484408,5/6/2016,10227,7.2,7.2,0,1.9,0.7,4.6,0,24,17,295,1104,2498
2022484408,5/7/2016,6708,4.7,4.7,0,1.6,0.1,3,0,20,2,149,1269,1995
2022484408,5/8/2016,3292,2.3,2.3,0,0,0,2.3,0,0,0,135,1305,1848
2022484408,5/9/2016,13379,9.4,9.4,0,2.1,1.6,5.6,0,35,47,297,1061,2709
2022484408,5/10/2016,12798,9,9,0,2.2,1.2,5.6,0,57,28,271,1084,2797
2022484408,5/11/2016,13272,9.3,9.3,0,4.2,1.1,4,0,58,25,224,1133,2544
2022484408,5/12/2016,9117,6.4,6.4,0,1.3,0.7,4.4,0,16,16,236,728,1853
2026352035,4/12/2016,4414,2.7,2.7,0,0.2,0.3,2.2,0,3,8,181,706,1459
2026352035,4/13/2016,4993,3.1,3.1,0,0,0,3.1,0,0,0,238,663,1521
2026352035,4/14/2016,3335,2.1,2.1,0,0,0,2,0,0,0,197,653,1431
2026352035,4/15/2016,3821,2.4,2.4,0,0,0,2.4,0,0,0,188,687,1444
2026352035,4/16/2016,2547,1.6,1.6,0,0,0,1.6,0,0,0,150,728,1373
2026352035,4/17/2016,838,0.5,0.5,0,0,0,0.5,0,0,0,60,1053,1214
2026352035,4/18/2016,3325,2.1,2.1,0,0,0,2.1,0,0,0,182,1062,1419
2026352035,4/19/2016,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356
2026352035,4/20/2016,7222,4.5,4.5,0,0,0,4.5,0,0,0,327,623,1667
2026352035,4/21/2016,2467,1.5,1.5,0,0,0,1.5,0,0,0,153,749,1370
2026352035,4/22/2016,2915,1.8,1.8,0,0,0,1.8,0,0,0,162,712,1399
2026352035,4/23/2016,12357,7.7,7.7,0,0,0,7.7,0,0,0,432,458,1916
2026352035,4/24/2016,3490,2.2,2.2,0,0,0,2.2,0,0,0,164,704,1401
2026352035,4/25/2016,6017,3.7,3.7,0,0,0,3.7,0,0,0,260,821,1576
2026352035,4/26/2016,5933,3.7,3.7,0,0,0,3.7,0,0,0,288,1018,1595
2026352035,4/27/2016,6088,3.8,3.8,0,0,0,3.8,0,0,0,286,586,1593
2026352035,4/28/2016,6375,4,4,0,0,0,4,0,0,0,331,626,1649
2026352035,4/29/2016,7604,4.7,4.7,0,0,0,4.7,0,0,0,352,492,1692
2026352035,4/30/2016,4729,2.9,2.9,0,0,0,2.9,0,0,0,233,594,1506
2026352035,5/1/2016,3609,2.3,2.3,0,0,0,2.3,0,0,0,191,716,1447
2026352035,5/2/2016,7018,4.3,4.3,0,0,0,4.3,0,0,0,355,716,1690
2026352035,5/3/2016,5992,3.7,3.7,0,0,0,3.7,0,0,0,304,981,1604
2026352035,5/4/2016,6564,4.1,4.1,0,0,0,4.1,0,0,0,345,530,1658
2026352035,5/5/2016,12167,7.5,7.5,0,0,0,7.5,0,0,0,475,479,1926
2026352035,5/6/2016,8198,5.1,5.1,0,0,0,5.1,0,0,0,383,511,1736
2026352035,5/7/2016,4193,2.6,2.6,0,0,0,2.6,0,0,0,229,665,1491
2026352035,5/8/2016,5528,3.5,3.5,0,0,0,3.5,0,0,0,258,610,1555
2026352035,5/9/2016,10685,6.6,6.6,0,0,0,6.6,0,0,0,401,543,1869
2026352035,5/10/2016,254,0.2,0.2,0,0,0,0.2,0,0,0,17,1002,1141
2026352035,5/11/2016,8580,5.3,5.3,0,0,0,5.3,0,0,0,330,569,1698
2026352035,5/12/2016,8891,5.5,5.5,0,0,0,5.5,0,0,0,343,330,1364
2320127002,4/12/2016,10725,7.5,7.5,0,1.2,0.3,6,0,13,9,306,1112,2124
2320127002,4/13/2016,7275,4.9,4.9,0,0,0,4.9,0,0,0,335,1105,2003
2320127002,4/14/2016,3973,2.7,2.7,0,0,0,2.7,0,0,0,191,1249,1696
2320127002,4/15/2016,5205,3.5,3.5,0,0,0,3.5,0,0,0,245,1195,1801
2320127002,4/16/2016,5057,3.4,3.4,0,0,0,3.4,0,0,0,195,1245,1724
2320127002,4/17/2016,6198,4.2,4.2,0,0,0,4.2,0,0,0,249,1191,1852
2320127002,4/18/2016,6559,4.4,4.4,0,0,0.3,4.1,0,0,7,260,1173,1905
2320127002,4/19/2016,5997,4,4,0,0,0.4,3.7,0,0,11,228,1201,1811
2320127002,4/20/2016,7192,4.8,4.8,0,0,0.5,4.3,0,0,11,283,1146,1922
2320127002,4/21/2016,3404,2.3,2.3,0,0.1,0.4,1.8,0,1,10,127,1302,1610
2320127002,4/22/2016,5583,3.8,3.8,0,0,0,3.8,0,0,0,266,1174,1851
2320127002,4/23/2016,5079,3.4,3.4,0,0,0,3.4,0,0,0,242,1129,1804
2320127002,4/24/2016,4165,2.8,2.8,0,0,0,2.8,0,0,0,204,1236,1725
2320127002,4/25/2016,3588,2.4,2.4,0,0.2,0.2,2,0,3,5,152,1280,1654
2320127002,4/26/2016,3409,2.3,2.3,0,0,0,2.3,0,0,0,147,1293,1632
2320127002,4/27/2016,1715,1.2,1.2,0,0,0,1.2,0,0,0,82,1358,1481
2320127002,4/28/2016,1532,1,1,0,0,0,1,0,0,0,76,1364,1473
2320127002,4/29/2016,924,0.6,0.6,0,0,0,0.6,0,0,0,45,1395,1410
2320127002,4/30/2016,4571,3.1,3.1,0,0,0,3.1,0,0,0,234,1206,1779
2320127002,5/1/2016,772,0.5,0.5,0,0,0,0.5,0,0,0,40,1400,1403
2320127002,5/2/2016,3634,2.5,2.5,0,0.4,0.2,1.9,0,5,6,123,1306,1613
2320127002,5/3/2016,7443,5,5,0,1.5,0.4,3.2,0,20,10,206,1204,1878
2320127002,5/4/2016,1201,0.8,0.8,0,0,0,0.8,0,0,0,52,1388,1426
2320127002,5/5/2016,5202,3.5,3.5,0,0,0.4,3.1,0,0,11,223,1206,1780
2320127002,5/6/2016,4878,3.3,3.3,0,0,0,3.3,0,0,0,204,1236,1742
2320127002,5/7/2016,7379,5,5,0,0,0,5,0,0,0,319,1121,1972
2320127002,5/8/2016,5161,3.5,3.5,0,0,0,3.5,0,0,0,247,1193,1821
2320127002,5/9/2016,3090,2.1,2.1,0,0,0,2.1,0,0,0,145,1295,1630
2320127002,5/10/2016,6227,4.2,4.2,0,0,0,4.2,0,0,0,290,1150,1899
2320127002,5/11/2016,6424,4.3,4.3,0,0,0,4.3,0,0,0,300,1140,1903
2320127002,5/12/2016,2661,1.8,1.8,0,0,0,1.8,0,0,0,128,830,1125
2347167796,4/12/2016,10113,6.8,6.8,0,2,0.6,4.2,0,28,13,320,964,2344
2347167796,4/13/2016,10352,7,7,0,1.7,1.9,3.4,0,19,32,195,676,2038
2347167796,4/14/2016,10129,6.7,6.7,0,0,2.7,3.9,0,1,48,206,705,2010
2347167796,4/15/2016,10465,6.9,6.9,0,0.1,1.4,5.4,0,1,24,284,720,2133
2347167796,4/16/2016,22244,15.1,15.1,0,5.4,4.1,5.5,0,66,72,268,968,2670
2347167796,4/17/2016,5472,3.6,3.6,0,0.1,0.3,3.3,0,1,7,249,508,1882
2347167796,4/18/2016,8247,5.4,5.4,0,0.8,0.9,3.8,0,11,16,206,678,1944
2347167796,4/19/2016,6711,4.4,4.4,0,0,0,4.4,0,0,7,382,648,2346
2347167796,4/20/2016,10999,7.3,7.3,0,0.7,1.8,4.8,0,11,43,269,1011,2198
2347167796,4/21/2016,10080,6.8,6.8,0,1.9,1.5,3.4,0,23,26,208,761,2048
2347167796,4/22/2016,7804,5.2,5.2,0,0.6,1.7,2.9,0,9,27,206,781,1946
2347167796,4/23/2016,16901,11.4,11.4,0,2.8,1.5,7.2,0,32,35,360,591,2629
2347167796,4/24/2016,9471,6.3,6.3,0,0,0,6.3,0,0,0,360,584,2187
2347167796,4/25/2016,9482,6.4,6.4,0,1.3,0.5,4.6,0,15,11,277,653,2095
2347167796,4/26/2016,5980,4,4,0,0,0,4,0,0,0,227,732,1861
2347167796,4/27/2016,11423,7.6,7.6,0,1.9,0.4,5.3,0,26,9,295,623,2194
2347167796,4/28/2016,5439,3.6,3.6,0,0,0,3.6,0,0,0,229,764,1854
2347167796,4/29/2016,42,0,0,0,0,0,0,0,0,0,4,2,403
2873212765,4/12/2016,8796,5.9,5.9,0,0.1,0.9,4.9,0,2,21,356,1061,1982
2873212765,4/13/2016,7618,5.1,5.1,0,0,0.2,4.9,0.01999999955,0,8,404,1028,2004
2873212765,4/14/2016,7910,5.3,5.3,0,0,0,5.3,0,0,0,331,1109,1893
2873212765,4/15/2016,8482,5.7,5.7,0,0,0,5.7,0.009999999776,0,0,448,992,2063
2873212765,4/16/2016,9685,6.7,6.7,0,3.1,0,3.5,0.009999999776,47,1,305,1087,2148
2873212765,4/17/2016,2524,1.7,1.7,0,0,0.3,1.3,0,0,8,160,1272,1529
2873212765,4/18/2016,7762,5.2,5.2,0,0.1,0.3,4.9,0,1,6,311,1122,1890
2873212765,4/19/2016,7948,5.4,5.4,0,0,0,5.4,0,0,0,389,1051,1956
2873212765,4/20/2016,9202,6.3,6.3,0,1.5,0.1,4.7,0.009999999776,22,5,378,1035,2094
2873212765,4/21/2016,8859,6,6,0,0.1,0.4,5.5,0.009999999776,2,10,371,1057,1970
2873212765,4/22/2016,7286,4.9,4.9,0,0.5,0,4.4,0.01999999955,46,0,366,1028,2241
2873212765,4/23/2016,9317,6.3,6.3,0,2.1,0.2,4,0.009999999776,28,5,330,1077,2021
2873212765,4/24/2016,6873,4.7,4.7,0,3,0.1,1.6,0,46,1,190,1203,1898
2873212765,4/25/2016,7373,4.9,4.9,0,0,0,4.9,0,0,0,359,1081,1907
2873212765,4/26/2016,8242,5.5,5.5,0,0.1,0.2,5.2,0,2,5,309,1124,1882
2873212765,4/27/2016,3516,2.4,2.4,0,0,0,2.4,0,46,0,197,1197,1966
2873212765,4/28/2016,7913,5.4,5.4,0,2.2,0.3,2.9,0,28,7,213,1192,1835
2873212765,4/29/2016,7365,4.9,4.9,0,1.4,1.4,2.2,0,20,23,206,1191,1780
2873212765,4/30/2016,8452,5.7,5.7,0,0.3,1.1,4.3,0.009999999776,5,20,248,1167,1830
2873212765,5/1/2016,7399,5,5,0,0.5,1,3.4,0,7,18,196,1219,1739
2873212765,5/2/2016,7525,5.1,5.1,0,0,0.2,4.8,0.01999999955,0,7,334,1099,1878
2873212765,5/3/2016,7412,5,5,0,0.1,0.3,4.7,0.009999999776,1,6,363,1070,1906
